x,y,z,groundZ,timestamp,obstacle
690.24,38.25,3.25,0.31,2026-05-10T07:13:58Z,true
691.85,38.73,3.00,0.31,2026-05-10T07:14:00Z,true
693.44,39.21,3.00,0.31,2026-05-10T07:14:02Z,false
695.04,39.69,3.00,0.31,2026-05-10T07:14:04Z,false
696.62,40.17,3.00,0.31,2026-05-10T07:14:06Z,false
698.20,40.65,3.00,0.31,2026-05-10T07:14:08Z,false
699.77,41.14,3.00,0.30,2026-05-10T07:14:10Z,false
701.34,41.62,3.00,0.30,2026-05-10T07:14:12Z,false
702.90,42.11,3.00,0.30,2026-05-10T07:14:14Z,false
704.45,42.60,3.00,0.30,2026-05-10T07:14:16Z,false
706.00,43.09,2.99,0.30,2026-05-10T07:14:18Z,false
707.54,43.58,2.99,0.30,2026-05-10T07:14:20Z,false
709.07,44.08,2.99,0.30,2026-05-10T07:14:22Z,false
710.60,44.58,2.99,0.30,2026-05-10T07:14:24Z,false
712.12,45.08,2.99,0.30,2026-05-10T07:14:26Z,false
713.64,45.59,2.99,0.30,2026-05-10T07:14:28Z,false
715.15,46.11,2.99,0.30,2026-05-10T07:14:30Z,false
716.66,46.63,2.99,0.30,2026-05-10T07:14:32Z,false
718.16,47.15,2.99,0.30,2026-05-10T07:14:34Z,false
719.67,47.68,2.98,0.30,2026-05-10T07:14:36Z,false
721.17,48.21,2.98,0.30,2026-05-10T07:14:38Z,false
722.67,48.75,2.98,0.30,2026-05-10T07:14:40Z,false
724.17,49.29,2.98,0.29,2026-05-10T07:14:42Z,false
725.67,49.84,2.98,0.29,2026-05-10T07:14:44Z,false
727.18,50.39,2.98,0.29,2026-05-10T07:14:46Z,false
728.68,50.94,2.98,0.29,2026-05-10T07:14:48Z,false
730.19,51.50,2.98,0.29,2026-05-10T07:14:50Z,false
731.70,52.06,2.98,0.29,2026-05-10T07:14:52Z,false
733.22,52.63,2.97,0.29,2026-05-10T07:14:54Z,false
734.74,53.19,2.97,0.29,2026-05-10T07:14:56Z,false
736.27,53.76,2.97,0.29,2026-05-10T07:14:58Z,false
737.80,54.33,2.97,0.29,2026-05-10T07:15:00Z,false
739.33,54.90,2.97,0.28,2026-05-10T07:15:02Z,false
740.88,55.46,2.97,0.28,2026-05-10T07:15:04Z,false
742.43,56.03,2.97,0.28,2026-05-10T07:15:06Z,false
743.98,56.60,2.97,0.28,2026-05-10T07:15:08Z,false
745.54,57.16,2.97,0.28,2026-05-10T07:15:10Z,false
747.11,57.73,2.96,0.28,2026-05-10T07:15:12Z,false
748.68,58.29,2.96,0.28,2026-05-10T07:15:14Z,false
750.26,58.84,2.96,0.28,2026-05-10T07:15:16Z,false
751.84,59.39,2.96,0.27,2026-05-10T07:15:18Z,false
753.42,59.94,2.96,0.27,2026-05-10T07:15:20Z,false
755.01,60.49,2.96,0.27,2026-05-10T07:15:22Z,false
756.61,61.02,2.96,0.27,2026-05-10T07:15:24Z,false
758.20,61.56,2.96,0.27,2026-05-10T07:15:26Z,false
759.80,62.08,2.95,0.27,2026-05-10T07:15:28Z,false
761.40,62.61,2.95,0.27,2026-05-10T07:15:30Z,false
763.00,63.12,2.95,0.26,2026-05-10T07:15:32Z,false
764.60,63.63,2.95,0.26,2026-05-10T07:15:34Z,false
766.20,64.14,2.95,0.26,2026-05-10T07:15:36Z,false
767.79,64.63,2.95,0.26,2026-05-10T07:15:38Z,false
769.39,65.13,2.95,0.26,2026-05-10T07:15:40Z,false
770.98,65.61,2.95,0.26,2026-05-10T07:15:42Z,false
772.57,66.10,2.94,0.25,2026-05-10T07:15:44Z,false
774.16,66.57,2.94,0.25,2026-05-10T07:15:46Z,false
775.75,67.05,2.94,0.25,2026-05-10T07:15:48Z,false
777.33,67.51,2.94,0.25,2026-05-10T07:15:50Z,false
778.90,67.98,2.94,0.25,2026-05-10T07:15:52Z,false
780.47,68.44,2.94,0.24,2026-05-10T07:15:54Z,false
782.04,68.90,2.94,0.24,2026-05-10T07:15:56Z,false
783.60,69.36,2.94,0.24,2026-05-10T07:15:58Z,false
785.16,69.82,2.94,0.24,2026-05-10T07:16:00Z,false
786.72,70.27,2.93,0.24,2026-05-10T07:16:02Z,false
788.27,70.73,2.93,0.23,2026-05-10T07:16:04Z,false
789.82,71.18,2.93,0.23,2026-05-10T07:16:06Z,false
791.36,71.64,2.93,0.23,2026-05-10T07:16:08Z,false
792.90,72.10,2.93,0.23,2026-05-10T07:16:10Z,false
794.44,72.56,2.93,0.23,2026-05-10T07:16:12Z,false
795.98,73.02,2.93,0.22,2026-05-10T07:16:14Z,false
797.52,73.48,2.93,0.22,2026-05-10T07:16:16Z,false
799.06,73.95,2.92,0.22,2026-05-10T07:16:18Z,false
800.60,74.42,2.92,0.22,2026-05-10T07:16:20Z,false
802.14,74.90,2.92,0.22,2026-05-10T07:16:22Z,false
803.68,75.38,2.92,0.21,2026-05-10T07:16:24Z,false
805.23,75.86,2.92,0.21,2026-05-10T07:16:26Z,false
806.78,76.35,2.92,0.21,2026-05-10T07:16:28Z,false
808.33,76.84,2.92,0.21,2026-05-10T07:16:30Z,false
809.89,77.34,2.91,0.20,2026-05-10T07:16:32Z,false
811.45,77.84,2.91,0.20,2026-05-10T07:16:34Z,false
813.02,78.35,2.91,0.20,2026-05-10T07:16:36Z,false
814.59,78.86,2.91,0.20,2026-05-10T07:16:38Z,false
816.16,79.37,2.91,0.19,2026-05-10T07:16:40Z,false
817.75,79.89,2.91,0.19,2026-05-10T07:16:42Z,false
819.34,80.42,2.91,0.19,2026-05-10T07:16:44Z,false
820.93,80.94,2.91,0.19,2026-05-10T07:16:46Z,false
822.53,81.47,2.90,0.18,2026-05-10T07:16:48Z,false
824.14,82.00,2.90,0.18,2026-05-10T07:16:50Z,false
825.75,82.53,2.90,0.18,2026-05-10T07:16:52Z,false
827.37,83.07,2.90,0.18,2026-05-10T07:16:54Z,false
828.99,83.60,2.90,0.17,2026-05-10T07:16:56Z,false
830.62,84.14,2.90,0.17,2026-05-10T07:16:58Z,false
832.25,84.67,2.90,0.17,2026-05-10T07:17:00Z,false
833.88,85.21,2.89,0.16,2026-05-10T07:17:02Z,false
835.52,85.74,2.89,0.16,2026-05-10T07:17:04Z,false
837.15,86.27,2.89,0.16,2026-05-10T07:17:06Z,false
838.79,86.80,2.89,0.16,2026-05-10T07:17:08Z,false
840.43,87.33,2.89,0.15,2026-05-10T07:17:10Z,false
842.06,87.85,2.89,0.15,2026-05-10T07:17:12Z,false
843.70,88.37,2.89,0.15,2026-05-10T07:17:14Z,false
845.33,88.89,2.88,0.14,2026-05-10T07:17:16Z,false
846.96,89.40,2.88,0.14,2026-05-10T07:17:18Z,false
848.59,89.91,2.88,0.14,2026-05-10T07:17:20Z,false
850.21,90.41,2.88,0.14,2026-05-10T07:17:22Z,false
851.83,90.91,2.88,0.13,2026-05-10T07:17:24Z,false
853.44,91.41,2.88,0.13,2026-05-10T07:17:26Z,false
855.04,91.90,2.88,0.13,2026-05-10T07:17:28Z,false
856.64,92.39,2.87,0.12,2026-05-10T07:17:30Z,false
858.24,92.87,2.87,0.12,2026-05-10T07:17:32Z,false
859.82,93.35,2.87,0.12,2026-05-10T07:17:34Z,false
861.40,93.82,2.87,0.12,2026-05-10T07:17:36Z,false
862.98,94.29,2.87,0.11,2026-05-10T07:17:38Z,false
864.54,94.76,2.87,0.11,2026-05-10T07:17:40Z,false
866.10,95.23,2.86,0.11,2026-05-10T07:17:42Z,false
867.66,95.69,2.86,0.10,2026-05-10T07:17:44Z,false
869.20,96.16,2.86,0.10,2026-05-10T07:17:46Z,false
870.75,96.62,2.86,0.10,2026-05-10T07:17:48Z,false
872.28,97.08,2.86,0.09,2026-05-10T07:17:50Z,false
873.81,97.54,2.86,0.09,2026-05-10T07:17:52Z,false
875.34,98.00,2.85,0.09,2026-05-10T07:17:54Z,false
876.87,98.46,2.85,0.08,2026-05-10T07:17:56Z,false
878.39,98.92,2.85,0.08,2026-05-10T07:17:58Z,false
879.91,99.39,2.85,0.08,2026-05-10T07:18:00Z,false
881.43,99.86,2.85,0.07,2026-05-10T07:18:02Z,false
882.95,100.33,2.85,0.07,2026-05-10T07:18:04Z,false
884.47,100.80,2.84,0.07,2026-05-10T07:18:06Z,false
885.99,101.28,2.84,0.06,2026-05-10T07:18:08Z,false
887.51,101.76,2.84,0.06,2026-05-10T07:18:10Z,false
889.03,102.25,2.84,0.06,2026-05-10T07:18:12Z,false
890.56,102.75,2.84,0.05,2026-05-10T07:18:14Z,false
892.09,103.24,2.83,0.05,2026-05-10T07:18:16Z,false
893.62,103.75,2.83,0.05,2026-05-10T07:18:18Z,false
895.16,104.26,2.83,0.04,2026-05-10T07:18:20Z,false
896.70,104.77,2.83,0.04,2026-05-10T07:18:22Z,false
898.25,105.30,2.83,0.04,2026-05-10T07:18:24Z,false
899.80,105.82,2.82,0.03,2026-05-10T07:18:26Z,false
901.36,106.36,2.82,0.03,2026-05-10T07:18:28Z,false
902.92,106.89,2.82,0.03,2026-05-10T07:18:30Z,false
904.48,107.44,2.82,0.02,2026-05-10T07:18:32Z,false
906.05,107.99,2.82,0.02,2026-05-10T07:18:34Z,false
907.63,108.54,2.82,0.02,2026-05-10T07:18:36Z,false
909.20,109.10,2.81,0.01,2026-05-10T07:18:38Z,false
910.79,109.66,2.81,0.01,2026-05-10T07:18:40Z,false
912.37,110.22,2.81,0.01,2026-05-10T07:18:42Z,false
913.95,110.79,2.81,0.00,2026-05-10T07:18:44Z,false
915.54,111.36,2.80,-0.00,2026-05-10T07:18:46Z,false
917.13,111.93,2.80,-0.00,2026-05-10T07:18:48Z,false
918.72,112.50,2.80,-0.01,2026-05-10T07:18:50Z,false
920.31,113.07,2.80,-0.01,2026-05-10T07:18:52Z,false
921.90,113.64,2.80,-0.01,2026-05-10T07:18:54Z,false
923.49,114.22,2.79,-0.02,2026-05-10T07:18:56Z,false
925.07,114.79,2.79,-0.02,2026-05-10T07:18:58Z,false
926.65,115.35,2.79,-0.02,2026-05-10T07:19:00Z,false
928.23,115.92,2.79,-0.03,2026-05-10T07:19:02Z,false
929.81,116.48,2.79,-0.03,2026-05-10T07:19:04Z,false
931.38,117.04,2.78,-0.04,2026-05-10T07:19:06Z,false
932.95,117.60,2.78,-0.04,2026-05-10T07:19:08Z,false
934.51,118.15,2.78,-0.04,2026-05-10T07:19:10Z,false
936.07,118.70,2.78,-0.05,2026-05-10T07:19:12Z,false
937.62,119.24,2.77,-0.05,2026-05-10T07:19:14Z,false
939.17,119.78,2.77,-0.05,2026-05-10T07:19:16Z,false
940.72,120.31,2.77,-0.06,2026-05-10T07:19:18Z,false
942.25,120.84,2.77,-0.06,2026-05-10T07:19:20Z,false
943.79,121.36,2.77,-0.06,2026-05-10T07:19:22Z,false
945.32,121.88,2.76,-0.07,2026-05-10T07:19:24Z,false
946.85,122.39,2.76,-0.07,2026-05-10T07:19:26Z,false
948.37,122.90,2.76,-0.07,2026-05-10T07:19:28Z,false
949.89,123.40,2.76,-0.08,2026-05-10T07:19:30Z,false
951.41,123.90,2.75,-0.08,2026-05-10T07:19:32Z,false
952.92,124.40,2.75,-0.08,2026-05-10T07:19:34Z,false
954.44,124.89,2.75,-0.09,2026-05-10T07:19:36Z,false
955.95,125.38,2.75,-0.09,2026-05-10T07:19:38Z,false
957.47,125.87,2.74,-0.09,2026-05-10T07:19:40Z,false
958.99,126.35,2.74,-0.10,2026-05-10T07:19:42Z,false
960.50,126.83,2.74,-0.10,2026-05-10T07:19:44Z,false
962.03,127.31,2.74,-0.10,2026-05-10T07:19:46Z,false
963.55,127.79,2.73,-0.11,2026-05-10T07:19:48Z,false
965.08,128.27,2.73,-0.11,2026-05-10T07:19:50Z,false
966.61,128.75,2.73,-0.11,2026-05-10T07:19:52Z,false
968.15,129.24,2.73,-0.12,2026-05-10T07:19:54Z,false
969.69,129.72,2.72,-0.12,2026-05-10T07:19:56Z,false
971.24,130.20,2.72,-0.12,2026-05-10T07:19:58Z,false
972.80,130.69,2.72,-0.13,2026-05-10T07:20:00Z,false
974.36,131.18,2.72,-0.13,2026-05-10T07:20:02Z,false
975.93,131.67,2.71,-0.13,2026-05-10T07:20:04Z,false
977.51,132.17,2.71,-0.14,2026-05-10T07:20:06Z,false
979.09,132.67,2.71,-0.14,2026-05-10T07:20:08Z,false
980.68,133.17,2.71,-0.14,2026-05-10T07:20:10Z,false
982.27,133.68,2.70,-0.15,2026-05-10T07:20:12Z,false
983.88,134.19,2.70,-0.15,2026-05-10T07:20:14Z,false
985.49,134.70,2.70,-0.15,2026-05-10T07:20:16Z,false
987.10,135.22,2.70,-0.16,2026-05-10T07:20:18Z,false
988.72,135.75,2.69,-0.16,2026-05-10T07:20:20Z,false
990.34,136.28,2.69,-0.16,2026-05-10T07:20:22Z,false
991.97,136.81,2.69,-0.17,2026-05-10T07:20:24Z,false
993.60,137.34,2.69,-0.17,2026-05-10T07:20:26Z,false
995.23,137.88,2.68,-0.17,2026-05-10T07:20:28Z,false
996.87,138.42,2.68,-0.18,2026-05-10T07:20:30Z,false
998.50,138.97,2.68,-0.18,2026-05-10T07:20:32Z,false
1000.14,139.51,2.68,-0.18,2026-05-10T07:20:34Z,false
1001.77,140.06,2.67,-0.19,2026-05-10T07:20:36Z,false
1003.41,140.61,2.67,-0.19,2026-05-10T07:20:38Z,false
1005.04,141.16,2.67,-0.19,2026-05-10T07:20:40Z,false
1006.67,141.70,2.66,-0.19,2026-05-10T07:20:42Z,false
1008.29,142.25,2.66,-0.20,2026-05-10T07:20:44Z,false
1009.91,142.80,2.66,-0.20,2026-05-10T07:20:46Z,false
1011.53,143.34,2.66,-0.20,2026-05-10T07:20:48Z,false
1013.14,143.89,2.65,-0.21,2026-05-10T07:20:50Z,false
1014.75,144.42,2.65,-0.21,2026-05-10T07:20:52Z,false
1016.35,144.96,2.65,-0.21,2026-05-10T07:20:54Z,false
1017.95,145.49,2.65,-0.22,2026-05-10T07:20:56Z,false
1019.54,146.02,2.64,-0.22,2026-05-10T07:20:58Z,false
1021.13,146.54,2.64,-0.22,2026-05-10T07:21:00Z,false
1022.71,147.05,2.64,-0.22,2026-05-10T07:21:02Z,false
1024.28,147.56,2.64,-0.23,2026-05-10T07:21:04Z,false
1025.86,148.06,2.63,-0.23,2026-05-10T07:21:06Z,false
1027.42,148.56,2.63,-0.23,2026-05-10T07:21:08Z,false
1028.98,149.05,2.63,-0.23,2026-05-10T07:21:10Z,false
1030.54,149.53,2.63,-0.24,2026-05-10T07:21:12Z,false
1032.10,150.00,2.62,-0.24,2026-05-10T07:21:14Z,false
1033.65,150.47,2.62,-0.24,2026-05-10T07:21:16Z,false
1035.20,150.93,2.62,-0.25,2026-05-10T07:21:18Z,false
1036.75,151.38,2.61,-0.25,2026-05-10T07:21:20Z,false
1038.30,151.83,2.61,-0.25,2026-05-10T07:21:22Z,false
1039.85,152.27,2.61,-0.25,2026-05-10T07:21:24Z,false
1041.40,152.70,2.61,-0.26,2026-05-10T07:21:26Z,false
1042.95,153.13,2.60,-0.26,2026-05-10T07:21:28Z,false
1044.51,153.55,2.60,-0.26,2026-05-10T07:21:30Z,false
1046.06,153.97,2.60,-0.26,2026-05-10T07:21:32Z,false
1047.62,154.38,2.60,-0.27,2026-05-10T07:21:34Z,false
1049.19,154.79,2.59,-0.27,2026-05-10T07:21:36Z,false
1050.76,155.20,2.59,-0.27,2026-05-10T07:21:38Z,false
1052.33,155.60,2.59,-0.27,2026-05-10T07:21:40Z,false
1053.91,156.00,2.59,-0.28,2026-05-10T07:21:42Z,false
1055.49,156.39,2.58,-0.28,2026-05-10T07:21:44Z,false
1057.08,156.79,2.58,-0.28,2026-05-10T07:21:46Z,false
1058.67,157.18,2.58,-0.28,2026-05-10T07:21:48Z,false
1060.27,157.58,2.58,-0.28,2026-05-10T07:21:50Z,false
1061.87,157.97,2.57,-0.29,2026-05-10T07:21:52Z,false
1063.48,158.36,2.57,-0.29,2026-05-10T07:21:54Z,false
1065.09,158.75,2.57,-0.29,2026-05-10T07:21:56Z,false
1066.70,159.15,2.57,-0.29,2026-05-10T07:21:58Z,false
1068.32,159.55,2.56,-0.30,2026-05-10T07:22:00Z,false
1069.95,159.94,2.56,-0.30,2026-05-10T07:22:02Z,false
1071.57,160.34,2.56,-0.30,2026-05-10T07:22:04Z,false
1073.20,160.74,2.56,-0.30,2026-05-10T07:22:06Z,false
1074.83,161.14,2.56,-0.30,2026-05-10T07:22:08Z,false
1076.46,161.55,2.55,-0.31,2026-05-10T07:22:10Z,false
1078.09,161.95,2.55,-0.31,2026-05-10T07:22:12Z,false
1079.72,162.36,2.55,-0.31,2026-05-10T07:22:14Z,false
1081.35,162.77,2.55,-0.31,2026-05-10T07:22:16Z,false
1082.98,163.18,2.54,-0.31,2026-05-10T07:22:18Z,false
1084.60,163.59,2.54,-0.31,2026-05-10T07:22:20Z,false
1086.22,164.00,2.54,-0.32,2026-05-10T07:22:22Z,false
1087.84,164.41,2.54,-0.32,2026-05-10T07:22:24Z,false
1089.46,164.82,2.54,-0.32,2026-05-10T07:22:26Z,false
1091.07,165.23,2.53,-0.32,2026-05-10T07:22:28Z,false
1092.67,165.64,2.53,-0.32,2026-05-10T07:22:30Z,false
1094.27,166.04,2.53,-0.32,2026-05-10T07:22:32Z,false
1095.87,166.45,2.53,-0.33,2026-05-10T07:22:34Z,false
1097.46,166.85,2.53,-0.33,2026-05-10T07:22:36Z,false
1099.04,167.25,2.52,-0.33,2026-05-10T07:22:38Z,false
1100.62,167.64,2.52,-0.33,2026-05-10T07:22:40Z,false
1102.20,168.03,2.52,-0.33,2026-05-10T07:22:42Z,false
1103.77,168.41,2.52,-0.33,2026-05-10T07:22:44Z,false
1105.34,168.79,2.52,-0.33,2026-05-10T07:22:46Z,false
1106.90,169.16,2.51,-0.34,2026-05-10T07:22:48Z,false
1108.46,169.52,2.51,-0.34,2026-05-10T07:22:50Z,false
1110.02,169.87,2.51,-0.34,2026-05-10T07:22:52Z,false
1111.57,170.22,2.51,-0.34,2026-05-10T07:22:54Z,false
1113.12,170.56,2.51,-0.34,2026-05-10T07:22:56Z,false
1114.67,170.89,2.51,-0.34,2026-05-10T07:22:58Z,false
1116.23,171.21,2.50,-0.34,2026-05-10T07:23:00Z,false
1117.78,171.53,2.50,-0.34,2026-05-10T07:23:02Z,false
1119.34,171.83,2.50,-0.35,2026-05-10T07:23:04Z,false
1120.89,172.13,2.50,-0.35,2026-05-10T07:23:06Z,false
1122.45,172.41,2.50,-0.35,2026-05-10T07:23:08Z,false
1124.02,172.69,2.50,-0.35,2026-05-10T07:23:10Z,false
1125.58,172.95,2.49,-0.35,2026-05-10T07:23:12Z,false
1127.16,173.21,2.49,-0.35,2026-05-10T07:23:14Z,false
1128.74,173.46,2.49,-0.35,2026-05-10T07:23:16Z,false
1130.32,173.70,2.49,-0.35,2026-05-10T07:23:18Z,false
1131.91,173.93,2.49,-0.35,2026-05-10T07:23:20Z,false
1133.51,174.16,2.49,-0.35,2026-05-10T07:23:22Z,false
1135.12,174.38,2.49,-0.36,2026-05-10T07:23:24Z,false
1136.73,174.59,2.49,-0.36,2026-05-10T07:23:26Z,false
1138.35,174.79,2.48,-0.36,2026-05-10T07:23:28Z,false
1139.98,174.99,2.48,-0.36,2026-05-10T07:23:30Z,false
1141.61,175.18,2.48,-0.36,2026-05-10T07:23:32Z,false
1143.25,175.36,2.48,-0.36,2026-05-10T07:23:34Z,false
1144.90,175.55,2.48,-0.36,2026-05-10T07:23:36Z,false
1146.56,175.72,2.48,-0.36,2026-05-10T07:23:38Z,false
1148.22,175.90,2.48,-0.36,2026-05-10T07:23:40Z,false
1149.89,176.07,2.48,-0.36,2026-05-10T07:23:42Z,false
1151.56,176.24,2.48,-0.36,2026-05-10T07:23:44Z,false
1153.23,176.40,2.48,-0.36,2026-05-10T07:23:46Z,false
1154.92,176.57,2.47,-0.36,2026-05-10T07:23:48Z,false
1156.60,176.73,2.47,-0.36,2026-05-10T07:23:50Z,false
1158.29,176.89,2.47,-0.36,2026-05-10T07:23:52Z,false
1159.97,177.05,2.47,-0.36,2026-05-10T07:23:54Z,false
1161.66,177.21,2.47,-0.36,2026-05-10T07:23:56Z,false
1163.35,177.37,2.47,-0.36,2026-05-10T07:23:58Z,false
1165.04,177.53,2.47,-0.36,2026-05-10T07:24:00Z,false
1166.73,177.69,2.47,-0.36,2026-05-10T07:24:02Z,false
1168.41,177.85,2.47,-0.36,2026-05-10T07:24:04Z,false
1170.10,178.01,2.47,-0.36,2026-05-10T07:24:06Z,false
1171.78,178.16,2.47,-0.36,2026-05-10T07:24:08Z,false
1173.46,178.32,2.47,-0.36,2026-05-10T07:24:10Z,false
1175.13,178.47,2.47,-0.36,2026-05-10T07:24:12Z,false
1176.80,178.62,2.47,-0.36,2026-05-10T07:24:14Z,false
1178.47,178.77,2.47,-0.36,2026-05-10T07:24:16Z,false
1180.13,178.92,2.47,-0.36,2026-05-10T07:24:18Z,false
1181.79,179.06,2.47,-0.36,2026-05-10T07:24:20Z,false
1183.44,179.21,2.47,-0.36,2026-05-10T07:24:22Z,false
1185.09,179.34,2.47,-0.36,2026-05-10T07:24:24Z,false
1186.74,179.48,2.47,-0.36,2026-05-10T07:24:26Z,false
1188.38,179.61,2.47,-0.36,2026-05-10T07:24:28Z,false
1190.02,179.73,2.47,-0.36,2026-05-10T07:24:30Z,false
1191.65,179.84,2.47,-0.36,2026-05-10T07:24:32Z,false
1193.28,179.95,2.47,-0.36,2026-05-10T07:24:34Z,false
1194.92,180.06,2.47,-0.36,2026-05-10T07:24:36Z,false
1196.55,180.15,2.47,-0.36,2026-05-10T07:24:38Z,false
1198.17,180.24,2.47,-0.36,2026-05-10T07:24:40Z,false
1199.80,180.31,2.47,-0.36,2026-05-10T07:24:42Z,false
1201.43,180.38,2.47,-0.36,2026-05-10T07:24:44Z,false
1203.06,180.44,2.47,-0.36,2026-05-10T07:24:46Z,false
1204.70,180.49,2.47,-0.36,2026-05-10T07:24:48Z,false
1206.33,180.53,2.47,-0.36,2026-05-10T07:24:50Z,false
1207.97,180.56,2.47,-0.36,2026-05-10T07:24:52Z,false
1209.61,180.57,2.47,-0.35,2026-05-10T07:24:54Z,false
1211.25,180.58,2.47,-0.35,2026-05-10T07:24:56Z,false
1212.90,180.57,2.47,-0.35,2026-05-10T07:24:58Z,false
1214.55,180.56,2.47,-0.35,2026-05-10T07:25:00Z,false
1216.21,180.53,2.47,-0.35,2026-05-10T07:25:02Z,false
1217.87,180.49,2.47,-0.35,2026-05-10T07:25:04Z,false
1219.54,180.45,2.47,-0.35,2026-05-10T07:25:06Z,false
1221.21,180.39,2.48,-0.35,2026-05-10T07:25:08Z,false
1222.89,180.32,2.48,-0.35,2026-05-10T07:25:10Z,false
1224.57,180.24,2.48,-0.35,2026-05-10T07:25:12Z,false
1226.26,180.16,2.48,-0.35,2026-05-10T07:25:14Z,false
1227.95,180.06,2.48,-0.35,2026-05-10T07:25:16Z,false
1229.64,179.96,2.48,-0.34,2026-05-10T07:25:18Z,false
1231.34,179.85,2.48,-0.34,2026-05-10T07:25:20Z,true
1233.04,179.73,2.72,-0.34,2026-05-10T07:25:22Z,true
1234.75,179.60,2.97,-0.34,2026-05-10T07:25:24Z,true
1236.45,179.47,3.20,-0.34,2026-05-10T07:25:26Z,true
1238.16,179.33,3.43,-0.34,2026-05-10T07:25:28Z,true
1239.86,179.19,3.66,-0.34,2026-05-10T07:25:30Z,true
1241.57,179.05,3.87,-0.34,2026-05-10T07:25:32Z,true
1243.27,178.90,4.08,-0.34,2026-05-10T07:25:34Z,true
1244.97,178.75,4.27,-0.33,2026-05-10T07:25:36Z,true
1246.67,178.59,4.44,-0.33,2026-05-10T07:25:38Z,true
1248.36,178.43,4.61,-0.33,2026-05-10T07:25:40Z,true
1250.05,178.28,4.75,-0.33,2026-05-10T07:25:42Z,true
1251.74,178.12,4.87,-0.33,2026-05-10T07:25:44Z,true
1253.42,177.96,4.98,-0.33,2026-05-10T07:25:46Z,true
1255.09,177.80,5.07,-0.33,2026-05-10T07:25:48Z,true
1256.76,177.64,5.13,-0.32,2026-05-10T07:25:50Z,true
1258.42,177.48,5.18,-0.32,2026-05-10T07:25:52Z,true
1260.08,177.32,5.20,-0.32,2026-05-10T07:25:54Z,true
1261.72,177.17,5.20,-0.32,2026-05-10T07:25:56Z,true
1263.36,177.01,5.18,-0.32,2026-05-10T07:25:58Z,true
1265.00,176.85,5.14,-0.32,2026-05-10T07:26:00Z,true
1266.62,176.70,5.08,-0.32,2026-05-10T07:26:02Z,true
1268.24,176.54,5.00,-0.31,2026-05-10T07:26:04Z,true
1269.85,176.39,4.89,-0.31,2026-05-10T07:26:06Z,true
1271.46,176.23,4.77,-0.31,2026-05-10T07:26:08Z,true
1273.06,176.08,4.63,-0.31,2026-05-10T07:26:10Z,true
1274.65,175.93,4.47,-0.31,2026-05-10T07:26:12Z,true
1276.24,175.77,4.30,-0.31,2026-05-10T07:26:14Z,true
1277.83,175.61,4.11,-0.30,2026-05-10T07:26:16Z,true
1279.41,175.46,3.91,-0.30,2026-05-10T07:26:18Z,true
1280.99,175.30,3.70,-0.30,2026-05-10T07:26:20Z,true
1282.56,175.13,3.48,-0.30,2026-05-10T07:26:22Z,true
1284.14,174.97,3.25,-0.30,2026-05-10T07:26:24Z,true
1285.71,174.80,3.02,-0.30,2026-05-10T07:26:26Z,true
1287.29,174.63,2.78,-0.29,2026-05-10T07:26:28Z,true
1288.87,174.45,2.54,-0.29,2026-05-10T07:26:30Z,true
1290.44,174.27,2.54,-0.29,2026-05-10T07:26:32Z,false
1292.02,174.09,2.54,-0.29,2026-05-10T07:26:34Z,false
1293.61,173.90,2.55,-0.29,2026-05-10T07:26:36Z,false
1295.19,173.70,2.55,-0.28,2026-05-10T07:26:38Z,false
1296.78,173.50,2.55,-0.28,2026-05-10T07:26:40Z,false
1298.38,173.29,2.55,-0.28,2026-05-10T07:26:42Z,false
1299.98,173.08,2.56,-0.28,2026-05-10T07:26:44Z,false
1301.58,172.86,2.56,-0.28,2026-05-10T07:26:46Z,false
1303.19,172.64,2.56,-0.27,2026-05-10T07:26:48Z,false
1304.80,172.40,2.56,-0.27,2026-05-10T07:26:50Z,false
1306.42,172.17,2.56,-0.27,2026-05-10T07:26:52Z,false
1308.05,171.92,2.57,-0.27,2026-05-10T07:26:54Z,false
1309.68,171.67,2.57,-0.27,2026-05-10T07:26:56Z,false
1311.32,171.42,2.57,-0.26,2026-05-10T07:26:58Z,false
1312.96,171.16,2.57,-0.26,2026-05-10T07:27:00Z,false
1314.60,170.89,2.58,-0.26,2026-05-10T07:27:02Z,false
1316.25,170.62,2.58,-0.26,2026-05-10T07:27:04Z,false
1317.90,170.35,2.58,-0.26,2026-05-10T07:27:06Z,false
1319.55,170.07,2.58,-0.25,2026-05-10T07:27:08Z,false
1321.21,169.79,2.59,-0.25,2026-05-10T07:27:10Z,false
1322.87,169.51,2.59,-0.25,2026-05-10T07:27:12Z,false
1324.52,169.23,2.59,-0.25,2026-05-10T07:27:14Z,false
1326.18,168.95,2.59,-0.25,2026-05-10T07:27:16Z,false
1327.84,168.66,2.60,-0.24,2026-05-10T07:27:18Z,false
1329.50,168.38,2.60,-0.24,2026-05-10T07:27:20Z,false
1331.15,168.09,2.60,-0.24,2026-05-10T07:27:22Z,false
1332.81,167.81,2.60,-0.24,2026-05-10T07:27:24Z,false
1334.46,167.53,2.61,-0.23,2026-05-10T07:27:26Z,false
1336.10,167.26,2.61,-0.23,2026-05-10T07:27:28Z,false
1337.75,166.99,2.61,-0.23,2026-05-10T07:27:30Z,false
1339.39,166.72,2.62,-0.23,2026-05-10T07:27:32Z,false
1341.02,166.45,2.62,-0.23,2026-05-10T07:27:34Z,false
